,category,frequency,avg_rating,avg_price,avg_num_reviews
3133,Badge Inserts,1,3.9,22.16,4.0
3134,Foam Wedges,1,4.6,51.99,422.0
3135,Shower Squeegees,1,4.2,13.99,414.0
3136,Paintballs,1,3.9,34.0,27.0
3137,License Plate Covers & Frames,1,4.6,22.99,121.0
3138,Shackles,1,4.1,35.4,18.0
3139,Hydration & Filtration,1,4.6,32.91,6406.0
3140,Food Dispensers,1,4.3,10.97,823.0
3141,Maracas,1,3.4,26.99,2.0
3142,Lab Pump Accessories,1,3.3,18.59,15.0
3143,Front Derailleurs,1,3.7,11.99,12.0
3144,Body Kits,1,3.9,89.99,42.0
3145,Blade Fuses,1,4.5,8.99,21.0
3146,Toaster Pastries,1,4.8,7.99,968.0
3147,Water Coolers & Filters,1,4.4,17.39,334.0
3148,Battery Storage Containers,1,4.7,23.99,523.0
3149,Privacy,1,3.0,44.49,1.0
3150,Hardware & Brackets,1,5.0,72.22,1.0
3151,Baby Dolls,1,4.3,15.48,1425.0
3152,Presses,1,4.3,180.75,3.0
3153,Router Fences,1,3.4,119.99,8.0
3154,Grill Valves,1,3.6,27.8,22.0
3155,Speaker Wire,1,4.2,6.23,36.0
3156,Snap Plug,1,4.9,14.99,19.0
3157,Suit Sets,1,3.4,33.9,234.0
3158,Garden Twine & Twist Ties,1,4.7,26.97,346.0
3159,Video Converters,1,4.5,11.99,37.0
3160,Shim Stock,1,4.2,35.33,5.0
3161,Bait Traps,1,3.2,29.99,51.0
3162,Champagne Glasses,1,4.3,27.99,274.0
3163,Cornichons,1,4.9,16.19,15.0
3164,Dial Indicators,1,4.5,32.99,66.0
3165,Vehicle Mounts,1,4.4,51.49,814.0
3166,Floor Lamps,1,4.4,59.99,560.0
3167,Vacuum Pumps,1,4.5,99.99,160.0
3168,Stool Covers,1,4.7,15.09,1483.0
3169,Nicotine Gums & Lozenges,1,4.5,45.28,79.0
3170,Safety Masks,1,4.3,6.99,9514.0
3171,Internal Modems,1,3.5,28.65,17.0
3172,Medications,1,3.8,34.75,7.0
3173,Drug Tests,1,4.4,13.99,297.0
3174,Breastfeeding,1,4.4,23.99,5695.0
3175,Diving Packages,1,4.6,19.99,97.0
3176,Soft-Shell Carriers,1,4.0,94.99,15.0
3177,Swim Vests,1,4.1,29.95,177.0
3178,Choke Thermostats,1,5.0,33.68,19.0
3179,Feminine Care,1,4.6,15.99,5267.0
3180,Gun Cases,1,4.9,27.99,11.0
3181,Tea & Espresso Appliances,1,4.5,34.4,8131.0
3182,Leg & Thigh Lifters,1,3.4,121.88,78.0
3183,Hooks & Liners,1,4.5,12.44,676.0
3184,Audio-Video Shelving,1,4.3,83.49,564.0
3185,Thread Forming Taps,1,5.0,30.275,2.0
3186,Kick Starters,1,4.2,21.99,14.0
3187,Elderberry,1,4.7,12.85,323.0
3188,Condiment Squeeze Bottles,1,4.7,9.99,156.0
3189,Opener System Parts,1,4.3,7.68,249.0
3190,Bathtub Faucet Replacement Parts,1,4.0,11.09,1.0
3191,Pincushions,1,2.9,12.04,2.0
3192,Floor Mats & Matting,1,4.6,337.005,1117.0
3193,Salad Bowls,1,4.4,18.49,46.0
3194,Kids,1,4.4,19.365,11.0
3195,Dog Flea Sprays,1,3.7,14.55,20.0
3196,Garden Stakes,1,4.7,46.99,230.0
3197,Die-Cut Machines,1,4.8,55.99,87.0
3198,Measurement Kits,1,4.4,6.88,34.0
3199,Nickel & Nickel Alloys,1,5.0,29.99,1.0
3200,Spray Repellents,1,4.2,26.08,19.0
3201,Onions,1,3.6,12.98,60.0
3202,Beanies & Knit Hats,1,5.0,12.89,1.0
3203,Helmet Breath Deflectors,1,3.9,17.18,9.0
3204,Rawhide,1,4.6,23.05,407.0
3205,Paint Scrapers,1,4.7,9.98,22.0
3206,Copper,1,5.0,55.385,1.0
3207,Disposable Razors,1,4.2,34.58,118.0
3208,Margarita Glasses,1,3.9,21.0,8.0
3209,PC Maintenance,1,3.6,14.26,24.0
3210,Exhaust Valves,1,5.0,26.99,2.0
3211,Wastebaskets,1,4.7,21.48,5073.0
3212,Fight Gloves,1,4.2,16.99,31.0
3213,Nursing Covers,1,4.6,15.99,274.0
3214,Stirring Rods,1,3.7,37.95,23.0
3215,Hard Parts,1,3.8,55.63,22.0
3216,Styling Treatments,1,4.6,14.995,298.0
3217,Ginseng,1,4.6,117.99,32.0
3218,Cross-Body Bags,1,4.4,151.575,211.0
3219,Lattice,1,4.7,29.97,13.0
3220,Cup Brushes,1,4.0,12.975,8.0
3221,Anise Seeds,1,4.5,10.99,55.0
3222,Lithium,1,4.5,4.14,19.0
3223,Gazing Balls,1,4.2,28.92,25.0
3224,Laundry,1,4.4,22.99,168.0
3225,Unstrung,1,4.9,99.0,13.0
3226,Bike Pumps,1,4.3,14.99,212.0
3227,Hanging Folders & Interior Folders,1,4.6,6.59,16.0
3228,Hole Punches,1,4.8,17.97,37.0
3229,Wild Game & Fowl,1,5.0,151.71,7.0
3230,Business Envelopes,1,4.9,15.29,28.0
3231,Decorative Pitchers,1,2.5,24.98,27.0
3232,Mess Kits,1,4.4,55.88,1455.0
3233,Drafting Chairs,1,4.3,349.99,7.0
3234,Tire Repair Tools,1,4.7,26.99,243.0
3235,Hole Saw Arbors,1,4.3,4.48,22.0
3236,Sofas & Chairs,1,4.3,139.04,501.0
3237,Front-End Covers,1,4.2,174.325,112.0
3238,Wine Making Starter Sets,1,4.0,217.995,15.0
3239,Cabinet Hardware,1,4.7,22.880000000000003,387.0
3240,Battery Chargers & Portable Power,1,4.3,49.99,4371.0
3241,Bobbins,1,4.5,15.99,2.0
3242,Electrical Connectors,1,4.8,7.94,124.0
3243,Script Paintbrushes,1,5.0,10.42,2.0
3244,Bellows,1,4.8,12.91,48.0
3245,Bridal Veils,1,4.7,14.989999999999998,23.0
3246,Lifting Cylinders,1,5.0,449.99,1.0
3247,Tire Chains,1,4.7,24.94,99.0
3248,Electronic Pets,1,4.4,16.88,1772.0
3249,Pressure Washers,1,4.0,142.49,59.0
3250,Finishing Nails,1,4.0,8.47,1.0
3251,Off-Road,1,4.4,38.7,14.0
3252,Rotary Trimmers,1,4.9,44.9,107.0
3253,Pencil Sharpeners,1,4.4,15.99,247.0
3254,External TV Tuners,1,4.4,45.95,44.0
3255,Play & Swing Sets,1,4.4,89.99,427.0
3256,Pressure Switches,1,4.2,27.39,35.0
3257,After Shaves,1,4.3,19.97,245.0
3258,Bottle Components,1,4.6,22.01,8.0
3259,Stick Vacuums & Electric Brooms,1,4.0,32.99,5464.0
3260,Leather Cleaners & Conditioners,1,5.0,23.72,1.0
3261,Foosball Accessories,1,4.6,45.88,23.0
3262,Chowders,1,4.4,16.99,215.0
3263,Portable,1,3.2,37.99,602.0
3264,Pendant Enhancers,1,5.0,132.5,5.0
3265,Diving Masks,1,4.0,35.9,621.0
3266,Linen & Table Accessories,1,4.2,15.745,409.0
3267,MIDI Controllers,1,4.6,29.99,28.0
3268,Pipe Clamps,1,4.4,9.94,194.0
3269,Music Creation & Sequencing,1,3.4,199.975,25.0
3270,Hanging Wall Files,1,4.8,20.89,217.0
3271,Seat Cushions,1,4.5,15.99,530.0
3272,Bathroom Hardware,1,4.7,2.54,1661.0
3273,Pedestals,1,4.8,9.49,6.0
3274,Brake Parts,1,4.8,14.97,20.0
3275,Bibs & Burp Cloths Sets,1,4.7,15.95,244.0
3276,Classical & Nylon-String Guitars,1,4.2,54.99,57.0
3277,Frames & Accessories,1,5.0,239.99,1.0
3278,Sights & Optics,1,4.6,129.825,325.0
3279,Digital Coaxial Cables,1,4.7,54.95,39.0
3280,Coils,1,4.2,17.39,4.0
3281,Scale & Balance Parts & Accessories,1,4.5,12.25,5.0
3282,Electronic Drum Accessories,1,4.3,29.99,35.0
3283,Padlocks & Hasps,1,4.3,68.485,1267.0
3284,Paint Rollers,1,4.2,10.59,71.0
3285,Heater Cores,1,4.5,49.4,132.0
3286,Files,1,5.0,19.99,1.0
3287,Skooters & Skorts,1,4.7,9.74,37.0
3288,Plums,1,5.0,25.99,1.0
3289,Contact Grills,1,4.4,63.99,175.0
3290,Industrial Hand Tools,1,4.7,9.49,1926.0
3291,Electric Shoe Polishers,1,4.8,18.99,43.0
3292,Fruit,1,4.2,171.105,1064.0
3293,Chalk Bags,1,3.0,15.69,1.0
3294,Tattoo Kits,1,4.5,19.99,63.0
3295,Snatch,1,4.5,17.99,25.0
3296,Roller Chain Sprockets,1,4.9,41.69,11.0
3297,Nesting Tables,1,4.6,119.99,74.0
3298,Truck Bed Rails,1,5.0,96.09,5.0
3299,Buckles,1,4.7,12.49,50.0
3300,Ice Makers,1,4.4,134.99,84.0
3301,Roll Pans,1,5.0,99.95,4.0
3302,Spinners,1,4.8,30.97,7884.0
3303,Beaters,1,3.7,12.51,16.0
3304,Arm & Wristband Accessories,1,4.5,7.49,1845.0
3305,Crossbody Bags,1,4.7,19.85,4565.0
3306,Mounted Points,1,4.6,8.99,280.0
3307,Memo Holders,1,4.5,11.97,150.0
3308,Earring Backs & Findings,1,4.5,16.38,22.0
3309,Cuckoo Clocks,1,4.5,99.98,63.0
3310,Toilet Tissue Aids,1,4.0,13.95,48.0
3311,Sprinkles,1,4.7,8.59,529.0
3312,Medals & Awards,1,4.8,18.99,9.0
3313,Rocker Arms,1,4.0,126.47,5.0
3314,Safety Products,1,4.0,23.8,388.0
3315,Washers & Dryers,1,3.6,50.99,110.0
3316,Wedding,1,3.9,103.255,25.0
3317,Strip Chart Recorders & Accessories,1,1.0,15.0,2.0
3318,Laptop & Tablet Storage Carts,1,3.8,416.5,47.0
3319,Mail Bags,1,4.7,119.99,8.0
3320,Commercial Truck,1,4.1,94.99,16.0
3321,Jump Starters,1,4.3,49.99,4371.0
3322,Boot & Shoe Boxes,1,4.4,27.99,83.0
3323,Steam Cleaner & Steam Mop Parts & Accessories,1,4.9,22.99,17.0
3324,Cranksets,1,4.6,9.99,12.0
3325,Quick Connect Fittings,1,4.8,11.78,8.0
3326,Molds,1,4.0,10.99,25.0
3327,Box Wrenches,1,4.7,39.99,165.0
3328,Instant Cameras,1,4.7,99.95,1471.0
3329,Paddleboard Accessories,1,4.3,21.99,525.0
3330,Pinewood Derby,1,4.7,9.465,22.0
3331,Differential Covers,1,4.8,136.99,11.0
3332,Adhesive Primer,1,3.8,18.95,4.0
3333,Vertical File Cabinets,1,4.2,114.99,177.0
3334,Stuffed Grape Leaves,1,4.2,25.98,24.0
3335,Canoe Hardware,1,5.0,7.29,1.0
3336,Game Accessories,1,4.6,19.99,145.0
3337,Mists & Hydrosols,1,3.6,24.950000000000003,30.0
3338,7-Keto,1,3.3,18.89,141.0
3339,Pipettes & Pipettors,1,4.5,15.6,2.0
3340,Pipette Tips,1,4.5,15.6,2.0
3341,Pre-Cut Quilt Squares,1,4.1,14.16,49.0
3342,Tub Tea,1,5.0,19.94,5.0
3343,Scanners,1,4.1,154.97,381.0
3344,Stained Glass Panels,1,4.7,77.405,19.0
3345,Oxyacetylene Torches,1,4.9,11.99,19.0
3346,Return Hoses,1,4.3,4.96,15.0
3347,Bulk Envelope Mailers,1,4.8,25.21,125.0
3348,Reception Room Tables,1,5.0,29.99,2.0
3349,Wiper,1,3.6,51.23,8.0
3350,Active Dresses,1,4.2,7.390000000000001,3.0
3351,Tank Bags,1,4.6,47.09,42.0
3352,First Basemans Mitts,1,4.4,109.95,25.0
3353,Roller Shades,1,4.5,20.59,66.0
3354,Cotton Balls & Swabs,1,4.6,9.99,1711.0
3355,Personnel Lifts,1,5.0,139.0,2.0
3356,Safety Glasses,1,4.7,26.09,181.0
3357,Miter Saw Accessories,1,4.7,46.99,39.0
3358,Supports & Apparatus,1,3.6,9.99,17.0
3359,Condiment Racks,1,4.6,11.49,8.0
3360,Orchids,1,4.5,27.99,205.0
3361,Chews & Gels,1,4.5,27.945,372.0
3362,Cycling Electronics,1,4.4,21.98,47.0
3363,Indoor Climbers & Play Structures,1,4.7,10.99,161.0
3364,Cleaning & Repair,1,4.6,7.99,605.0
3365,Inks,1,4.8,7.09,158.0
3366,Laundry Baskets,1,4.6,30.57,605.0
3367,Reel Replacement Parts,1,5.0,12.98,1.0
3368,Contoured Support Pillows,1,4.5,49.97,177.0
3369,Rod Cases & Tubes,1,4.6,19.89,125.0
3370,Buffalo Wing,1,4.3,125.015,32.0
3371,Gear Repair Equipment,1,4.6,8.065000000000001,47.0
3372,Peas,1,4.2,8.99,51.0
3373,Toast,1,5.0,9.47,2.0
3374,Woodruff Keyseat Milling Cutters,1,5.0,22.2,3.0
3375,Nintendo 64,1,4.3,172.99,236.0
3376,Baking Soda,1,4.8,64.99,1098.0
3377,Mussels,1,5.0,11.29,2.0
3378,Rolls,1,3.9,15.99,28.0
3379,Rye,1,4.5,3.5,21.0
3380,Umpire Protection,1,5.0,21.99,1.0
3381,Stacking Blocks,1,4.7,13.99,237.0
3382,Sound Effects,1,2.9,10.37,13.0
3383,Wall Repair,1,3.9,25.99,198.0
3384,Oral,1,5.0,12.99,9.0
3385,Dairy Milk,1,4.4,20.79,35.0
3386,Menstrual Cups,1,4.7,29.95,718.0
3387,Safety Face Shields,1,3.8,11.39,3296.0
3388,Safety Switches,1,4.6,34.99,247.0
3389,Bluetooth Transmitters,1,3.6,29.99,1766.0
3390,Calipers & Parts,1,4.8,111.45,25.0
3391,Safety & Flotation Devices,1,4.7,46.99,387.0
3392,Model Animals,1,4.8,59.99,6.0
3393,Furnace Filters,1,4.4,110.96,3093.0
3394,Cloths,1,3.7,11.99,2.0
3395,Toggle Clamps,1,4.4,14.96,44.0
3396,Calipers With Pads,1,4.8,111.45,25.0
3397,Roller Covers,1,4.4,5.21,17.0
3398,Craft & Sewing Supplies Storage,1,4.8,19.99,1659.0
3399,Ottomans & Rocking Chairs,1,4.6,168.29,574.0
3400,Chips & Pretzels,1,4.0,32.99,2.0
3401,Blower Motor Wheels,1,5.0,19.19,1.0
3402,Rope Lights,1,4.6,39.99,919.0
3403,Interior & Closet Doors,1,4.4,155.385,82.0
3404,HID Kits,1,3.5,26.99,8.0
3405,Pulse Oximeters,1,4.8,27.95,2167.0
3406,Camshaft Position,1,4.8,20.99,44.0
3407,Chart Tablets,1,4.7,23.32,10.0
3408,Seats & Sissy Bars,1,4.0,189.0,10.0
3409,Bill Counters,1,5.0,212.93,1.0
3410,Medicine Cabinets,1,4.4,52.99,178.0
3411,Marine Amplifiers,1,1.0,149.95,1.0
3412,Jar Openers,1,4.8,9.99,37.0
3413,Raisin,1,4.4,39.99,208.0
3414,Soccer Equipment,1,5.0,20.99,3.0
3415,Kegs & Kegging,1,3.2,102.495,8.0
3416,Cake Pans,1,4.4,11.99,1437.0
3417,Neutral Density Filters,1,4.6,79.99,129.0
3418,Controlled Environment Disposable Apparel,1,5.0,5.0,1.0
3419,Flexplates,1,3.1,54.59,15.0
3420,Magnetic Therapy,1,4.1,14.99,106.0
3421,Role Play & Dress Up,1,4.4,8.99,175.0
3422,Paint Sprayers,1,4.6,29.99,155.0
3423,Hard-Shell Carriers,1,4.5,459.99,113.0
3424,Pocket Charts,1,4.7,59.89,126.0
3425,Replacement Batteries & Parts,1,5.0,32.99,2.0
3426,Scrubs & Body Treatments,1,4.7,14.7,698.0
3427,Male Urinals,1,4.4,17.49,453.0
3428,Cylinder Heads,1,3.7,17.95,20.0
3429,Compost & Lawn Bags,1,4.6,16.955000000000002,4240.0
3430,Sealers,1,4.5,64.95,64.0
3431,Bumper Guards,1,4.0,9.99,236.0
3432,Hitch Locks,1,4.8,24.99,267.0
3433,Relief Valves,1,4.5,22.52,52.0
3434,Pant Sets,1,3.8,21.99,864.0
3435,Undershirts,1,4.1,20.49,477.0
3436,Runners & Pads,1,4.4,19.36,2507.0
3437,Grilling Charcoal,1,3.9,24.5,9.0
3438,Drum Sanders,1,4.2,9.99,374.0
3439,Electrical Safety,1,4.4,13.99,120.0
3440,Carry-Ons,1,4.6,47.16,1052.0
3441,Bodystockings,1,4.3,1.99,21.0
3442,Sterilization & Infection Prevention,1,4.6,39.99,32.0
3443,Splash,1,4.9,34.99,16.0
3444,Coasters,1,4.8,17.99,847.0
3445,Transaxle & Transmission,1,4.8,29.8,128.0
3446,Scalpels & Lancets,1,3.7,11.99,8.0
3447,Bouillon,1,4.5,43.24,454.0
3448,Rectal,1,3.6,7.98,13.0
3449,Door Chimes & Bells,1,4.6,32.99,836.0
3450,Neckties,1,4.7,18.99,48.0
3451,Female Urinals,1,4.4,16.0,33.0
3452,Knife Sheaths,1,4.3,14.99,142.0
3453,Frosting,1,4.7,52.99,372.0
3454,Standard Flights,1,4.6,11.99,104.0
3455,Vibration Platform Machines,1,3.7,399.99,38.0
3456,Gags & Muzzles,1,3.4,11.99,2.0
3457,Car Racks,1,4.6,154.7,455.0
3458,Spray Paint,1,4.7,18.75,1169.0
3459,Transportation & Storage,1,4.6,154.7,455.0
3460,Box Springs,1,5.0,11.99,1.0
3461,Tile Cutters,1,3.9,54.09,372.0
3462,Carbonless Copy Paper,1,3.5,24.99,12.0
3463,Footrests,1,4.2,4.29,41.0
3464,Sunflower Seeds,1,4.2,19.44,179.0
3465,Cassettes & Freewheels,1,4.9,185.0,11.0
3466,Airbrush Sets,1,4.6,64.13,670.0
3467,Faucet Seat & Spring Sets,1,4.6,6.57,12.0
3468,Lighting Components,1,4.6,28.65,2794.0
3469,Rolling Walkers,1,4.3,123.905,45.0
3470,Electrocardiographs,1,4.4,80.0,49.0
3471,Preamplifiers,1,4.7,399.0,28.0
3472,DVD Cases,1,4.7,21.99,598.0
3473,Laps & Hones,1,4.8,45.99,8.0
3474,Bathing Tubs & Seats,1,4.7,47.015,1739.0
3475,Shoe Covers,1,4.2,170.0,7.0
3476,Chemical Hoses,1,5.0,38.38,1.0
3477,Keepsake Rattles,1,4.5,180.65,42.0
3478,Chef Jackets,1,3.7,20.8,11.0
3479,Time Card Racks,1,4.5,26.39,32.0
3480,Electronic Drums,1,4.4,75.99,246.0
3481,Milling Machines,1,4.5,18.98,191.0
3482,Ground Fault Circuit Interrupters,1,5.0,97.5,3.0
3483,Dodgers & Flashers,1,4.1,9.82,48.0
3484,Training Gloves,1,4.7,62.49,205.0
3485,Trailers,1,4.6,39.97,12.0
3486,Intercoolers,1,5.0,261.49,1.0
3487,Dressers,1,3.7,82.4,1079.0
3488,B2 (Riboflavin),1,4.7,13.2,40.0
3489,Oil Sprayers & Dispensers,1,4.6,9.99,3003.0
3490,Push Buttons,1,4.4,32.99,180.0
3491,Window Stickers,1,3.3,9.99,9.0
3492,Shears & Scissors,1,4.7,15.97,6.0
3493,Dice Games,1,4.3,16.435,48.0
3494,ID Tags & Collar Accessories,1,4.7,7.49,1063.0
3495,Swivels & Snaps,1,4.5,7.99,64.0
3496,Step-Up Rings,1,4.5,13.99,6.0
3497,Pole Saws,1,4.7,179.95,35.0
3498,Tracksuits,1,4.5,42.495,29.0
3499,Figurine Lights,1,4.6,22.99,89.0
3500,Helicopter Kits,1,5.0,22.95,1.0
3501,Artificial Shrubs,1,3.5,8.98,10.0
3502,Wrap,1,4.3,12.99,125.0
3503,Facemasks,1,4.6,29.59,135.0
3504,Bed,1,5.0,88.99,2.0
3505,Bridge & Construction Reamers,1,5.0,11.9,2.0
3506,Icing & Decorations,1,4.7,52.99,372.0
3507,Home Office Furniture Sets,1,4.5,652.3299999999999,2.0
3508,Summer,1,4.4,140.16000000000005,55.0
3509,Freestanding Slides,1,3.9,158.585,22.0
3510,Drilling Hammers,1,5.0,10.95,1.0
3511,Step Drill Bits,1,4.7,16.81,85.0
3512,Shelves & Racks,1,4.4,139.99,58.0
3513,Shower Curtain Rings,1,4.5,12.99,406.0
3514,Caviars & Roes,1,4.4,139.99,26.0
3515,Packaging Tape Dispensers,1,3.9,15.95,196.0
3516,Pots & Sets,1,4.4,14.19,132.0
3517,Connectors & Adapters,1,4.7,3.71,666.0
3518,Pressure Plates,1,5.0,293.37,3.0
3519,Cartridges & Refills,1,4.5,25.99,61.0
3520,Insurance Claim Forms,1,4.0,13.79,3.0
3521,Saucepans,1,4.5,17.99,120.0
3522,Reel Care Accessories,1,4.5,8.49,22.0
3523,Breeding Tanks,1,4.0,9.99,117.0
3524,Chest Rubs,1,4.3,24.37,611.0
3525,Paintings,1,4.1,92.88,161.0
3526,Vinyl Wraps & Accessories,1,4.4,84.745,371.0
3527,Power Screwdrivers,1,4.7,118.99,511.0
3528,Touchless Kitchen Sink Faucets,1,4.3,456.01,5.0
3529,Salt & Pepper Shaker Sets,1,4.4,8.47,256.0
3530,Oboe,1,3.3,16.25,25.0
3531,Band Clamps,1,4.7,128.115,13.0
3532,Fitted Sheets,1,4.6,18.49,843.0
3533,Spark Plug & Ignition Tools,1,4.7,47.35,43.0
3534,Instant-Read,1,4.5,8.95,80.0
3535,Spokes & Parts,1,4.1,14.57,18.0
3536,Drop & Dangle,1,4.4,14.935,147.0
3537,Desk Chairs,1,4.7,241.625,178.0
3538,Freshwater Tanks & Inlets,1,4.8,39.95,12.0
3539,Urinary Tract Infection Treatments,1,4.5,22.99,30.0
3540,Sandwich Makers & Panini Presses,1,4.1,47.99,333.0
3541,Package Drop Boxes & Lockers,1,4.0,699.0,1.0
3542,Storage Bins & Boxes,1,4.8,27.95,1775.0
3543,Concession Food Preparation Equipment,1,4.2,23.99,115.0
3544,Stack & Guillotine Trimmers,1,3.5,40.99,50.0
3545,Mobile Broadband,1,3.7,69.99,4.0
3546,Cosmetic Display Cases,1,4.8,6.24,864.0
3547,Wing Corkscrews,1,4.3,19.99,161.0
3548,Footprints,1,5.0,44.07,1.0
3549,Tarts,1,4.4,36.99,1403.0
3550,Sofa Slipcovers,1,4.3,33.49,9925.0
3551,Tunics,1,4.3,18.97,163.0
3552,Oil Sprayers,1,4.6,11.99,131.0
3553,Colored Pencils,1,4.8,26.885,1069.0
3554,Latches & Bolts,1,4.7,21.375,221.0
3555,Shipping Seals,1,5.0,9.95,3.0
3556,Motion Detectors,1,4.0,35.99,206.0
3557,Legal Dividers,1,4.6,2.86,108.0
3558,Countertop & Wall Organization,1,4.7,18.87,705.0
3559,Pore Cleansing Strips,1,4.0,8.774999999999999,9032.0
3560,Creams,1,4.4,7.91,592.0
3561,Manifold & Parts,1,4.0,19.76,12.0
3562,Warning Buzzer & Chime,1,3.6,24.0,4.0
3563,Eyes,1,4.7,15.78,3217.0
3564,Brad Nails,1,4.7,13.99,199.0
3565,Timing Vacuum,1,5.0,55.68,3.0
3566,Sitz Baths,1,4.4,45.0,24.0
3567,Cat Doors,1,4.7,29.95,487.0
3568,Pre-Stretched Canvas,1,4.7,25.99,950.0
3569,Batter Dispensers,1,3.8,11.45,1725.0
3570,Fondant & Gum Paste Molds,1,4.6,5.49,272.0
3571,Presser Feet,1,4.4,24.99,148.0
3572,Repellent Mats,1,4.2,42.85,700.0
3573,Collectible Buildings & Accessories,1,4.6,15.7,3.0
3574,Terminals & Ends,1,4.8,18.99,25.0
3575,Gears,1,4.4,13.99,6.0
3576,Cut-Off Wheels,1,4.6,19.74,166.0
3577,Styluses,1,4.5,10.99,1490.0
3578,Jumps,1,4.5,79.99,143.0
3579,Headlights,1,4.5,29.98,182.0
3580,Snow Chains,1,5.0,15.99,6.0
3581,Digestive Remedies,1,3.9,269.475,99.0
3582,Wheel Studs,1,4.0,11.87,1.0
3583,Martini Glasses,1,3.9,29.7,21.0
3584,Isolation Transformers,1,4.4,17.66,8.0
3585,Clinician Seating,1,2.6,898.0,3.0
3586,Track Bars,1,4.4,125.49,157.0
3587,Peanuts,1,4.6,24.99,52.0
3588,Snow Removal,1,3.4,218.99,21.0
3589,Salt Spreaders,1,3.4,218.99,21.0
3590,Sunscreens,1,4.4,11.97,2277.0
3591,Bouldering & Wall Equipment,1,4.6,12.87,706.0
3592,Figs,1,3.8,46.69,5.0
3593,Computers & Tablets,1,4.6,101.99,422.0
3594,Hand Fuel Pumps,1,4.0,24.99,2.0
3595,Dried Fruits,1,4.5,15.71,290.0
3596,Soda Maker Parts & Accessories,1,4.3,8.59,14.0
3597,Beekeeping Supplies,1,4.3,42.99,234.0
3598,Money Management & Budgeting,1,3.8,34.99,17.0
3599,Video Projectors & Accessories,1,4.3,69.99,347.0
3600,Separates,1,4.2,30.99,689.0
3601,Transaxle,1,4.5,9.72,67.0
3602,Parking Brake Levers,1,4.9,42.8,11.0
3603,Motion Controllers,1,4.5,27.99,102.0
3604,Mounted Bearings,1,4.2,12.11,7.0
3605,Ginger Snaps,1,4.7,31.02,62.0
3606,Combo Bars,1,3.8,459.24,6.0
3607,USB Hubs,1,4.5,29.99,397.0
3608,Acoustic Guitars,1,4.6,126.92,1026.0
3609,Valerian,1,4.3,84.855,194.0
3610,Tunnels,1,5.0,67.65,2.0
3611,Bass Guitar Bags & Cases,1,4.6,89.99,366.0
3612,Composting & Yard Waste Bins,1,4.7,9.99,948.0
3613,Multiple-Guitar Stands & Hangers,1,4.6,49.95,66.0
3614,Shower Panels,1,4.8,239.96,22.0
3615,Reusable Bags,1,4.7,9.99,948.0
3616,Bushing Kits,1,5.0,149.97,7.0
3617,Lard,1,4.3,20.45,56.0
3618,Braille Aids,1,3.8,49.95,12.0
3619,Bean Bag Game Sets,1,3.9,12.49,17.0
3620,Cabinet Accessories,1,4.7,25.99,52.0
3621,Printmaking Paper,1,4.6,68.645,39.0
3622,Memory Stick Cards,1,4.6,11.95,6.0
3623,Flat Front,1,4.3,79.96000000000001,154.0
3624,Gutters,1,4.4,24.95,442.0
3625,Gongs,1,4.5,37.75,12.0
3626,Pinion,1,3.8,15.62,6.0
3627,Oil Level,1,3.9,16.99,11.0
3628,Trailer,1,5.0,115.0,1.0
3629,Bondage Gear & Accessories,1,4.1,25.99,58.0
3630,Deer,1,4.6,29.95,111.0
3631,Volleyballs,1,4.5,43.83,348.0
3632,Handling Supplies,1,4.5,27.59,6.0
3633,Valve Stem Gasket Sets,1,5.0,24.06,1.0
3634,Split-Bolt Connectors,1,4.5,51.295,270.0
3635,French,1,3.6,39.99,4.0
3636,Band Saw Accessories,1,3.8,28.99,31.0
3637,Boiling Flasks,1,4.3,39.99,20.0
3638,Towel Bars,1,4.8,15.99,65.0
3639,CD & Tape Players,1,3.9,107.93,39.0
3640,Septic Treatments,1,4.1,9.95,39.0
3641,Followers,1,5.0,25.29,1.0
3642,Bedding Accessories,1,4.6,19.99,534.0
3643,Scale & Balance Accessories,1,5.0,55.97,2.0
3644,Hitch Plugs,1,4.7,9.99,506.0
3645,Angle Clamps,1,4.6,44.88,115.0
3646,Foie Gras & Pâtés,1,5.0,24.95,4.0
3647,Entry Mats,1,4.3,18.18,32.0
3648,Coffee Tables,1,4.7,209.955,5.0
3649,Garage Storage,1,4.7,26.95,344.0
3650,Bottles,1,4.2,23.135,2509.0
3651,Airbrush Materials,1,4.2,59.99,398.0
3652,Cake,1,4.7,20.99,126.0
3653,Standard Playing Card Decks,1,4.6,13.49,39.0
3654,Pie & Pastry Servers,1,4.7,20.99,126.0
3655,Milk Frothing Pitchers,1,4.8,16.3,2683.0
3656,Doorbells,1,4.6,5.99,1198.0
3657,Titanium & Titanium Alloys,1,5.0,386.955,1.0
3658,Exhaust Systems,1,3.4,335.68,10.0
3659,Class Records & Lesson Books,1,4.8,64.66,7.0
3660,Attacker Shafts,1,3.9,80.0,8.0
3661,Long-Handled Tea Strainers,1,4.6,12.9,805.0
3662,Tea Accessories,1,4.6,12.9,805.0
3663,Game Belts & Bags,1,4.5,19.97,27.0
3664,Self-Watering Stakes,1,3.9,19.99,92.0
3665,Emergency Kits & Supplies,1,4.3,38.895,161.0
3666,Firewire Cables,1,4.2,9.59,22.0
3667,Colognes,1,4.2,6.29,12.0
3668,Tortilla,1,4.3,2.99,243.0
3669,Boats & Planes,1,3.9,19.05,628.0
